,Date,ID,Comment,Like
45,2024-10-20,@sahch2895,업계종사자입니다. 미생물 방식은 태생적으로 한계가 있습니다. 일단 냄새가 많이나고 섬유질 분해가 매우 느리거나 거의 안됩니다.. 영상에서는 분해됬다고 하지만 사실은 말라 비틀어진겁니다. 조금만 물기 많은거 넣으면 떡지고 금방 죽습니다.  시연 영상들 보면 분해잘되는 탄수화물 위주로만 넣습니다. 그것만 보면 신박하다고 생각이들건데 절대 그대로 다 믿으시면 안됩니다 녹즙을 많이 드시거나 집에서 요리자주하면서 야채 과일 부산물이 많이 나오면 거르시길 바랍니다.  미생물 방식은 과거 일본에서 개발되었고 초대 개발자 두명이서 개발했습니다. 그 업체에서 전부다 파생되어 현재 난립하는 형국으로 바꼈습니다. 원가는 얼마 안합니다. 기계장치라해봐야 거기서 거기고 자동오픈도어 이딴거 필요없습니다 미생물 몇마리 수십종 다 거기서 거깁니다.  싱크대분쇄형 미생물 건조분쇄형 3가지로 나뉘는데 결론은 그냥 아파트같이 음식물수거장치 잘 되어있는곳은 거기 버리는게 제일 이득입니다. 어떤 음식물처리기도 지금까지 기술적으로 완벽한건 없습니다..또 미생물방식은 전기세 많이 나옵니다. 한달 만원 안팎 이딴소리하는데 절대 믿으시면 안됩니다. 기본적으로 미생물 생명유지에 필요한 열선이 내장되어있기때문에 겨울에 전기세 폭타은 각오하셔야 하고 온도차가 심한곳에 두면 결로현상때문에 내부가 물바다가 될수도 있습니다 이것저것 귀찮고 신경안써도 되는 방식 원하시면 그냥 동네 음식물수거함에 버리는게 가장 편합니다.,14
46,2024-10-20,@LCR119,다른 제품 3년간 사용중인데 2인 기준으로 전기세 폭탄은 사실이 아니에요 ㅎㅎ,1
47,2024-10-20,@LCR119,냄새는 조금 심함,0
48,2024-10-23,@투김-f1x,일단 미셍믈 처리기 업계 종사자는 아니신듯,0
49,2024-10-26,@dangery7707,구라같은데 ㅋㅋ 미생물처리기 매우 잘사용하고 있도 만족도 개 높음. 전기세도 안나옴,0
50,2024-10-20,@fidelastro2982,식사한거 맞아요 다버리네 ㅋㅋㅋ,0
51,2024-10-20,@쿠쿠-o4t,냉장고보다 더비싸네,0
52,2024-10-19,@moneyh1213,손을 넣어놓으면 어떻게될까,0
53,2024-10-19,@아나키스트-u6x,강아지 똥도 가능한가요,0
54,2024-10-19,@람-i2h,미생물이 싼 똥오줌은요? 그것도 쌓일텐데,0
55,2024-10-23,@투김-f1x,다른미셍물이 먹습니다,0
56,2024-10-19,@HaNeul__,미생물 그는대체 어떤삶을 사셨습니까<br>대단하다,0
57,2024-10-18,@ChallyJang,분해인지 분쇄인지 궁금하당..,0
58,2024-10-18,@코제-e6o,맨손으로만지면 손도 분해되나요?,0
59,2024-10-18,@이은영-t1k,소음은 어떤가요??,0
60,2024-10-17,@dltkd7008,클럭은 믿거,0
61,2024-10-17,@아영-13,5세대는 밥먹다가 음식 뱉을려할때 음쓰통! 하고 부르면 달려오게 만들어주세요😂,0
62,2024-10-17,@user-ct4yz2gf1j,미생물이든 분쇄건조던 음식물 처리기들 가격이 너무 ㅎㄷㄷ 합니다.. 좋고 편한건 알겠는데 그냥 조그만한 음식물 쓰레기봉투 잔뜩 사도 가격이 얼마 안해서 음식물 쓰레기들은 봉투에 넣어서 봉투가 덜차더라도 그때그때 쓰레기버리러 갈때 같이 음식물 통에 버리고 옵니당..ㅠ,1
63,2024-10-17,@RealGangserr,안마기 업체에서 소형가전 업체로 발전해나가네요 ㅋㅋㅋ,0
64,2024-10-16,@rollapaul9458,120만원짜리 드럼통 ㅋㅋㅋ 광고비 적당히 받아삽시다,0
65,2024-10-16,@음악-b6r,내댓글어디갔지,0
66,2024-10-16,@랑노-q4y,더보기에 99만원 대있어서 계속 눌러봤었는데 할인이 안되는거였나보네요 그더보기 내용이 사라졌네요,0
67,2024-10-16,@profseok,가격이 괴물이네요.,1
68,2024-10-16,@tuesholiday,충전 케이블이 아니라 전원 케이블 아님? 배터리가 없어보이는뎈ㅋ,0
69,2024-10-16,@pooleep,와 돈값하네요,0
70,2024-10-16,@AutoAimB,잇섭은 분해가 안되나요,0
71,2024-10-16,@대답이없노,"음쓰기계 쓰다보면 미생물 키우는 느낌이라, <br>미생물 이름도 지어주게 되고, 반려동물 못지 않게 책임감이 생김<br>장기간 집 비우면 미생물 죽지 않을까 걱정도 되고",0
72,2024-10-16,@jwon-uk1tx,"<a href=""https://www.youtube.com/watch?v=uUreqwnb7-Q&amp;t=661"">11:01</a> 내 싸이버거!!!! 😮😮😮",0
73,2024-10-16,@이유튭-f1l,잇섭님 살 많이 빠지셨네요<br>어떻게 빼산거에요 저두 공유점,0
74,2024-10-15,@509th_Bomb_Wing,잔반보소.. 부자들의 삶이란...,1
75,2024-10-15,@sososweet4656,비슷한 제품 써봤는데 여기서 나온 분해물은 비료로 쓸수 없습니다.  모르고 우리집 꽃나무에 뿌려봤는데 두그루 죽었어요.  나중에 설명서 읽어보니 분해물은 산성이기에 비료로는 적합하지 않다고 합니다. 괜히 돈쓰고 전기쓰며 쓸모없는 제품같아서 저는 반품했습니다.,0
76,2024-10-15,@jongkwankim1750,냉장고털기할때좋데 ㅋㅋㄱㅋ,0
77,2024-10-15,@dgr9239,미생물 손에 묻으면 손도 분해되나요?,0
78,2024-10-15,@O.K_computer,문열어라,0
79,2024-10-15,@집가고싶다-0805,잇섭님 저 영상 돌려주세요<br>줬다 뺐는게 어딨어요;;,0
80,2024-10-15,@집가고싶다-0805,내 영상 어디갔어요 돌려줘;;,0
81,2024-10-15,@규림-w5c,새영상 왜 내리셨어요,1
82,2024-10-15,@noble0205,영상 어디감,0
83,2024-10-15,@KingPin8888,뭐야 내놔요 스트리머 구글,5
84,2024-10-15,@뾂쀎뾅쀑뾇쀓,대신 법규나 드삼,1
85,2024-10-15,@dadada87,크롬캐스트 갑자기 어디감요 ㅠㅠ,1
86,2024-10-15,@순대-s6z,요새 너무 자주 삭제되네요... 검수좀 잘해주세요 ㅠ,5
87,2024-10-15,@유재훈-i7d,구글티비영상보다 사라진사람 개추,14
88,2024-10-15,@집가고싶다-0805,저요 내 영상 ㅠ,1
89,2024-10-15,@룬식이,구글tv 갑자기 내려갔네요,0
90,2024-10-15,@박용현-n3i,영상 어디갔어 ㅠㅠ,0
91,2024-10-15,@CORE_M,뭐임 구글캐스트 보다가 영상 짤림 ㅠㅠ,2
92,2024-10-15,@기어5th,구글tv 영상 어디감요,1
93,2024-10-15,@양-j1p,뭐야 구글 스트리머 내놔요,1
94,2024-10-15,@탄포-l7c,tv 스트리머 돌려줘요,1
95,2024-10-15,@에어팟프로2세대,왜 구글스트로밍 영상있어는데 없어졋지,1
96,2024-10-15,@0530wkkang,구글티비 왜 영상 내려요,1
97,2024-10-15,@a_lazy_frog,영상 어디갔소,3
98,2024-10-15,@disqualification4162,뭐야 내 영상 돌려줘요,3
99,2024-10-15,@stainlesskim9678,최신 악기바리인가,0
100,2024-10-15,@chan3123,부르면 달려오는 기능 생기면 저 가격에 살 마음 있음 ㅋㅋㅋ,0
101,2024-10-15,@인간tv-p1k,부자세요?,0
102,2024-10-15,@jinaganeunshogidooneunheingin,"잇섭님, 삼성에서 설정 뺀다는데 그거 확인좀 해주십시오.",0
103,2024-10-15,@kewnclee,전기료.유지비.구입비 = 쓰레기봉투 000개  일까요??,0
104,2024-10-15,@tabasco1312,120만원 ㄷㄷㄷㄷㄷ,0
105,2024-10-15,@ddabong-f8z,지방에 마당딸린 집 같은데선 쓸만할지도? 일반 아파트에선 단점이 더 많아보인다,0
106,2024-10-15,@kimclork5064,토막 후 다 넣으려면 40개 정도 필요하겠네요,0
107,2024-10-15,@aimer9691,저정도면 잇섭님이 미생물 투입할 때 트랜스포머마냥 변신해서 턱에 스트레이트로 꽃아도 무죄일듯 ㅋㅋㅋㅋㅋ 가전제품이 불쌍해보이네,1
108,2024-10-15,@심리치료사-w9y,와.. 가격이 생각보다 높네요,0
109,2024-10-15,@유승훈-s5t,소주가 전자제품 리뷰를 하면???<br>소지섭=소주+잇섭,0
110,2024-10-15,@Hamsterpapapa,5만상사 또 안하시나요? 이어폰 ugreen t6 알리서 3만대에 나왔는데 ldac 노캔 다된다 해서요,0
111,2024-10-15,@lIIllIIlIllIIIIllIlIlI,천안사는 최재혁 돈갚아라!!,0
112,2024-10-15,@콸콸-v7m,미생물쓰다가 한정적이게 들어가서 그냥 건조분쇄식으로 바꾸니 훨나음 스맡흐카라가 더 나은듯,0
113,2024-10-15,@william_darkbeviI,영상제품은 아니였지만<br>미생물 이용해서 사용한 제품<br>딱1주일 사용하고 포기<br>집안에 쓰래기 썩는 냄새가 진동,4
114,2024-10-15,@seokhyunhong1506,현대판 호기심천국,0
115,2024-10-15,@HHHHappier,미닉스랑 비교하면 뭐가 더 좋아요?,0
116,2024-10-15,@user-pd5tb1kx1s,지난주부터 검색하고 알아보던 중이었는데ㄷㄷ,0
117,2024-10-15,@jmy1482,"성능 ㅎㄷㄷ하네요. 처리기 보고 있었는데, 이 제품으로 해야겠어요.",0
118,2024-10-19,@김지건-v6v,ㅋㅋ살 돈은 있구요?,0
119,2024-10-21,@이상수-v4l,@@김지건-v6v120살 돈도 없으면 어떡함 ㅋㅋ,0
120,2024-10-15,@이그레이스-k2i,이사람  음식물  낭비가  심하네...  아프리카  사람  백만명은  먹고  살수  있는  양이네..,1
121,2024-10-15,@pmy428,지옥가면 버린거 다 먹게됨😊,0
122,2024-10-15,@Dexter_L,둘곳이 없다ㅠㅠ,0
123,2024-10-15,@곰도리-d9k,음식물을 넣고 분해를 하면 내용물은 증가되나요?<br>만약 증가된다면 그것들은 어떻게 하고 추가로 미생물을 투입해주나요?,0
124,2024-10-15,@SangwonSeo-n2q,증가합니다. 일정량 이상 증가하면(눈금이 있음) 삽으로 퍼내서 일반쓰레기로 버리면 되요. 미생물은 기본적으로 반영구라 미생물에 문제가 생기는 경우를 제외하고는 추가로 투입할 필요는 없습니다.,0
125,2024-10-15,@boboddl,음식물처리기가 아니구 미생물이 좋아졌구나;;,0
126,2024-10-15,@jp5862,"주변에 린클부터 건조식, 미생균식 다쓰는데, 15만원짜리 미니 냉동고 사서, 락앤락 16리터짜리 통사서 걍 얼리는게 최고 좋더라. 유지비. 전기세.. 냄새..",0
127,2024-10-15,@도지M,가격보고 쿨럭..,0
128,2024-10-15,@AAA-l9p6q,가격이 솔직히 에바다 로청이랑 비빌만한 장르는 아니지,1
129,2024-10-15,@정광수-n1j,배 터지게 먹자!!,0
130,2024-10-14,@그호마,광고네,0
131,2024-10-14,@르프느르,"미생물 방식 쓰는데, 잘 관리해준다고 하는데도 1달 반 만에 우유썩은 쉰내같은게 너무 심해서 미생물 다버리고, 다시 넣고 더 빡세게 관리하면서 쓰는데...음쓰기 특유의  냄새가 남....그래서 종종 음쓰버리고 오고 냄새 관리하기 시작했는데, 음쓰기 사서 쓰면서 음쓰를 버리고 온다는게 뭔가 현타옴...",0
132,2024-10-14,@tararune3460,쓸만한 제품 한 50 아래로 떨어지기 전까진 보류,0
133,2024-10-14,@lillllillliiiliilil,요즘 썸넬 왜이럼? 국뽕 유튜브같노....,0
134,2024-10-14,@테팔-TaePal-1,제가 사고 싶어하는 전자제품 욕심 처리기가 여기 있네요,0
135,2024-10-14,@형잡셔봐,구형이나 신형이나.   근데 가격이..,0
136,2024-10-14,@문지원문지투,형님 아이폰 케이스 리뷰도 가능하신가요..?,0
137,2024-10-14,@내산내밥,걍 광고네,0
138,2024-10-14,@joon0881,"미생물 처음 주입하고 음식 계속넣어 가득차면 전부 버리고,<br>미생물 다시 사서 하는건가요? 아님 가득찼을때 다 안버리고 조금 남기고 그걸 다시 이용하는건지.<br>미생물 첨 사서 넣으면 얼마나 쓰는건지 궁금하네요",0
139,2024-10-14,@aurum6770,10만원대로 내려오면 사야겠다 넘 비싸… 원룸용으로 나오길..,0
140,2024-10-14,@elang3862,"매번 사무실 사용 기준으로 설명해주시는데, 없썹님 댁에서 어떻게 쓰는지 궁금하네요. <br>잇썸님 추천보고서 집에 사서썼는데 냄새때문에 집안에서는 못쓰고 다용도실에 놨는데 무조건 죽더라는..… ㅜㅜ",0
141,2024-10-14,@dos3986,미생물 떡졌네 ㅋㅋ 저렇게 되면 냄새 엄청남..,0
142,2024-10-14,@커피중독자-q4s,음식쓰레기까지 버리기 불편하면 살면 안되지,1
143,2024-10-14,@메크로네카,인간의 귀찮음이 어디까지 기술을 발전시키는지 잘보여준다 ㅋㅋㅋ,0
144,2024-10-14,@Korean_melonKing,한달 전기세나 아침 점심 저녁 다 넣고 할수도 있는지 그런것도 좀 알려주셨으면 좋았을텐데 ㅠ,0
145,2024-10-14,@kkwgood,120만원ㅋㅋㅋㅋㅋㅋㅋ 내 음쓰봉투가 어디갔더라......,0
146,2024-10-14,@내다내-g9h,미생물을 계속 보충 해줘야 되나요??,0
147,2024-10-14,@pizza159,"아니 행님… 요즘 신혼집에 음식물처리기 살까 말까하는데,,,, 예랑이 꼬셔볼게여",0
148,2024-10-14,@원쓰h,너무 비싸다..아직은 그냥 불편하게 사는 걸로..,0
149,2024-10-14,@파페포포-x8v,할인벌써끝ㅠ,0
150,2024-10-14,@네오피오,아니 이일규대사님이랑 진짜 형제아니심?ㅋㅋㅋㅋ  북섭ㅋㅋㅋ,0
151,2024-10-14,@stevecho8613,내가 조금만 더 움직이고 불편함 감수하면 120만원 버는거네 감사합니다.,0
152,2024-10-14,@phj4131,처리된 미생물 텃밭에 비료로 사용하면 대박으로 잘 큽니다.<br>화초에 비료로 쓰면 너무 잘 자라서 관리하는게 오히려 힘듬.,0
153,2024-10-14,@ppakgam,120? ㅋㅋ,0
154,2024-10-14,@빅-피쉬,"뜨거운물 안넣기, 통뼈 안넣기, 산성강한 음식, 과일 안넣기<br>이것만 지켜주면 진짜 최고의 제품임",14
155,2024-10-14,@_zarathustra_,실험이긴해도 음식들 아깝네..ㅠ,0
156,2024-10-14,@tv-bo1vs,잇섭님 제가 제일 궁금한게 워어러블 로봇이 제일 궁금합니다. 정말 몇키로를 들수 있는지~ 하체 보강을 하는데 도움이 되는지 어떤 제품이 있는지가 제일 궁금해요~,0
157,2024-10-14,@_zarathustra_,잇섭님은 없섭님 입에 넣으면 되는거 아닌가요?<br>뭐하러 기계를,0
158,2024-10-14,@WaThe-J,그냥 케이블이 자석방식으로 탁 붙으면 좋겠네요,0
159,2024-10-14,@Blackcat-si8ki,"<a href=""https://www.youtube.com/watch?v=uUreqwnb7-Q&amp;t=505"">08:25</a> ??? : 살려줘..........",1
160,2024-10-14,@우리집쇼핑,잇섭 !! 나도 미생물 음식물처리기 영상 있섭 !!!!!!!!!!!!!!!! 붙자!!!!!!!!!,0
161,2024-10-14,@lukeseo8087,아직은 음쓰봉으로ㅠ,0
162,2024-10-14,@Mongday,갑자기 궁금한데 저렇게 분해 잘하는 미생물 가루가 피부에 장기적으로 붙어있게되거나 묻으면 위험할수도 있나여?,0
163,2024-10-14,@성주현-f2b,그냥 음쓰는 생길때마다 버리자. 백만원이  넘는다.,0
164,2024-10-14,@yyhk_007,버리러나가는게 귀찬아서 사는거임,0
165,2024-10-14,@2Y_2S,음식물 처리기 몇개 사용해 봤는데 여름에 냄새가 많이남 미생물 관리 어려움 그냥 음식물 냉장고가 사서 쌓이면 그때 그때 버리는게 제일 깔금한거 같아요 ~ 음식물 쓰레기 냉장고도 한번 리뷰 해주세요 ^^,0
166,2024-10-14,@Somol2_googbop,음쓰처리계의 할머니 잇섭 ㄷㄷ,0
167,2024-10-14,@미미롱-y8d,미생물: 죽여줘...,0
168,2024-10-14,@따봉도치-u3p,내 돈주고 산 음식을 <br>내 돈주고 산 음식물처리기(120만원)로 없애기라…,1
169,2024-10-14,@Zzza06z,진~~~~~~~짜 고민하고 구매하고 사고 나면 왜 지금까지 안샀을까? 후회하는 제품 미생물 처리..,0
170,2024-10-14,@funny_and_handstand,ㅎㅎ 키스톤에서 M6 이라는 마우스가 나왔네요? 뭔가 신기한데 이미 mx마스터3s가 있기도 하고..<br>쉘이 좀 장난감 느낌이 있는 것 같아서 구매는 못하지만 여기에 개.인.적으로 메.모 해두고 갑니다<br><br>무한휠(틸트휠 가능) + 사이드휠<br>+ 4000hz 폴링레이트(동글) <br>+ PAW3395센서 탑재<br>+ 무게가 78g<br><br><br>ps. 아! 그냥 메.모 해둔거니까 신경쓰시지 않으셔도 됩니다!,1
171,2024-10-14,@konamm,미생물음쓰기에 중요한건 교반기 힘임. 린클 교반기는 내용물이 좀만 차면 딱딱 소리내면서 고장날거같음.<br>미생물은 거기서 거기임.,2
172,2024-10-14,@hae-roo,"성능도 괴물, 가격도 괴물이네요! 😅",0
173,2024-10-14,@golg1,미생물이 분해한 댓글입니다.,0
174,2024-10-14,@HanKunWoo,클럭 미생물을 린클에 넣으면 어떨까요?,6
175,2024-10-14,@sang_0206,시티파이 스타일랩도 리뷰해주세요!!,1
176,2024-10-14,@김민수-m7j2n,엥?? 음식처리기가 왜 필요함??<br>시장가서 개 한마리 2만원에 사오면 싹 해결되는데.. ㅋ<br>여기서 꿀팁은 한 3주 정도는 이틀에 한번씩만 줘야함<br>그래야 줄 때 마다 안 남기고 싹 다 먹음<br>근데 음식물처리기랑 동일하게 뼈는 발라줘야함<br>급하게 먹다 목에 걸려서 죽으면 그거 처리하기가 더 힘듬 ㅠㅠ<br>그리고 나이들면 못 찾아오게 좀 멀리가서 유기하고 오면 끝임 ㅇㅇ ㅋ<br>비싸게 음식물 처리기 살 필요없음👍👍,0
177,2024-10-14,@qwer_8729,개 억까다 게임방에서 먹고 치우러 주방을 안가고 처리기를 방 으로 가져와서 버리고 다시 주방 갖다놓고다고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,17
178,2024-10-14,@astroid_alpha,인트로 레전드네ㅋㅋㅋ,0
179,2024-10-14,@hayunjae52,살 빠지셨나,0
180,2024-10-14,@ssagssag-o2d,아니 너무 비싸잖아,0
181,2024-10-14,@kirilee8219,가정용 음식물 쓰레기 처리기 감량기 정부 보조 지원금이라고 있는데... 각 지역마다 지원율과 최대 지원금이 달라서 알아 보시고 구입에 참고하시면 좋을거 같네요.,0
182,2024-10-14,@CreatorLim,8분43~44초 사이에 1프레임 튀어요~!!!,0
183,2024-10-14,@황대구-y8f,옛날 유선 진공청소기 같은 버튼 누르면 코드선 쭈우욱 들어가는거 있으면 딱 좋을듯,0
184,2024-10-14,@coderror9458,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ최고의 인트로 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
185,2024-10-14,@충주사과,아 이젠 이상한거만 광고리뷰하네,0
186,2024-10-14,@하늘여름,"잇섭님, 모플린(Moflin)이라는 로봇 반려동물이 일본 카시오에서 출시되었던데 혹시 관심 없으신가요? ㅎㅎ",0
187,2024-10-14,@sbcwodu,영상 2분 48초 보다가 아래 가격보고 바로 영상 종료 하였습니다 ^^,0
188,2024-10-14,@hjsoo2009,누가 음쓰처리기를 방에 가지고다니면서 써요 ㅎㅎㅎㅎㅎ 주방에 놓고 설거지하고 모아서 넣어야지 그냥 때려넣는거 아닙니다.,2
189,2024-10-14,@꼬마어린이,미생물 음쓰처리기 쓰는데 정말 삶의질 향상템이에요,0
190,2024-10-14,@jaelee6784,저는 25만원인가 주고 산 미생물음쓰처리기 잘 쓰고 있습니다. 2년 넘게 쓰고 있는데 한번도 안죽였어요ㅋㅋ,0
191,2024-10-14,@킥킥킥-n9f,120만원주고 사기엔 개아깝,0
192,2024-10-14,@endjfrnf666,린클 쓰고있는데 교반기에 야채 같이 질긴거 붙어서 덩어리 지는데 이 제품은 어떤지 궁금합니다.,0
193,2024-10-14,@chomchom0,가격 ㅋㅋㅋ 그냥 제가 다 먹겠습니다,0
194,2024-10-14,@YDID-o3q,뚜껑이 닫혀야만 무게측정이 되나보네요. 실시간으로 측정되는게 훨씬 편할거 같은데.,0
195,2024-10-14,@MaerongYeeya,클럭 브랜드에서 이미 신뢰도0<br>마사지 기계도 허접한데 음쓰처리기? ㅋㅋㅋ<br>절대 저돈주고 안삼,0
196,2024-10-14,@davidlee7232,리뷰 감사감사 그런데 처리물들 식물 비료로 사용이 가능한가요?,0
197,2024-10-14,@파라다임,음쓰처리기는 건조분쇄기가 짱인듯 스마트 카라 최신형도 리뷰해주세요~~~,0
